"injected_interstitials_i","source_i","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2.0003e-17,2.188e-19,1,2402.5,2402.5,0,0
1.9432e-17,2.1087e-19,1,2405,2405,0,0
1.8606e-17,1.9949e-19,1,2407.5,2407.5,0,0
1.8072e-17,1.9223e-19,1,2410,2410,0,0
1.7299e-17,1.8181e-19,1,2412.5,2412.5,0,0
1.6801e-17,1.7516e-19,1,2415,2415,0,0
1.6078e-17,1.6563e-19,1,2417.5,2417.5,0,0
1.5612e-17,1.5955e-19,1,2420,2420,0,0
1.4937e-17,1.5083e-19,1,2422.5,2422.5,0,0
1.4502e-17,1.4527e-19,1,2425,2425,0,0
1.3872e-17,1.373e-19,1,2427.5,2427.5,0,0
1.3466e-17,1.3222e-19,1,2430,2430,0,0
1.2877e-17,1.2493e-19,1,2432.5,2432.5,0,0
1.2498e-17,1.2029e-19,1,2435,2435,0,0
1.1949e-17,1.1363e-19,1,2437.5,2437.5,0,0
1.1596e-17,1.0939e-19,1,2440,2440,0,0
1.1084e-17,1.0331e-19,1,2442.5,2442.5,0,0
1.0754e-17,9.9441e-20,1,2445,2445,0,0
1.0276e-17,9.3893e-20,1,2447.5,2447.5,0,0
9.9693e-18,9.036e-20,1,2450,2450,0,0
9.5244e-18,8.5298e-20,1,2452.5,2452.5,0,0
9.2382e-18,8.2076e-20,1,2455,2455,0,0
8.8239e-18,7.7459e-20,1,2457.5,2457.5,0,0
8.5573e-18,7.4521e-20,1,2460,2460,0,0
8.1716e-18,7.0313e-20,1,2462.5,2462.5,0,0
7.9235e-18,6.7635e-20,1,2465,2465,0,0
7.5644e-18,6.38e-20,1,2467.5,2467.5,0,0
7.3336e-18,6.136e-20,1,2470,2470,0,0
6.9996e-18,5.7867e-20,1,2472.5,2472.5,0,0
6.785e-18,5.5646e-20,1,2475,2475,0,0
6.4744e-18,5.2465e-20,1,2477.5,2477.5,0,0
6.2748e-18,5.0443e-20,1,2480,2480,0,0
5.9862e-18,4.7549e-20,1,2482.5,2482.5,0,0
5.8008e-18,4.5708e-20,1,2485,2485,0,0
5.5326e-18,4.3076e-20,1,2487.5,2487.5,0,0
5.3603e-18,4.1402e-20,1,2490,2490,0,0
5.1113e-18,3.9008e-20,1,2492.5,2492.5,0,0
4.9514e-18,3.7486e-20,1,2495,2495,0,0
4.7108e-18,3.5221e-20,1,2497.5,2497.5,0,0
4.5444e-18,3.3673e-20,1,2500,2500,0,0
